customer_id,name,city
0,Amit,Mumbai
1,Amit,Delhi
2,Ajay,Mumbai
3,Rakesh,Hyderabad
4,Ajay,Mumbai
5,Ajay,Delhi
6,Sai,Hyderabad
7,Rakesh,Hyderabad
8,Rakesh,Delhi
9,Sai,Delhi
10,Amit,Mumbai
11,Amit,Hyderabad
12,Amit,Hyderabad
13,Ajay,Delhi
14,Ajay,Mumbai
15,Ajay,Delhi
16,Sai,Mumbai
17,Rakesh,Hyderabad
18,Sai,Mumbai
19,Sai,Delhi
20,Amit,Delhi
21,Amit,Delhi
22,Rakesh,Mumbai
23,Sai,Mumbai
24,Ajay,Delhi
25,Rakesh,Delhi
26,Rakesh,Hyderabad
27,Amit,Hyderabad
28,Ajay,Delhi
29,Amit,Mumbai
30,Amit,Delhi
31,Ajay,Hyderabad
32,Sai,Mumbai
33,Sai,Mumbai
34,Rakesh,Mumbai
35,Sai,Delhi
36,Sai,Mumbai
37,Rakesh,Delhi
38,Sai,Mumbai
39,Rakesh,Hyderabad
40,Amit,Hyderabad
41,Amit,Hyderabad
42,Ajay,Mumbai
43,Sai,Hyderabad
44,Amit,Mumbai
45,Amit,Hyderabad
46,Sai,Hyderabad
47,Amit,Mumbai
48,Sai,Delhi
49,Ajay,Mumbai
50,Sai,Delhi
51,Ajay,Delhi
52,Ajay,Delhi
53,Ajay,Hyderabad
54,Sai,Mumbai
55,Sai,Hyderabad
56,Amit,Mumbai
57,Amit,Delhi
58,Rakesh,Delhi
59,Sai,Mumbai
60,Sai,Delhi
61,Amit,Hyderabad
62,Sai,Hyderabad
63,Rakesh,Mumbai
64,Rakesh,Mumbai
65,Ajay,Delhi
66,Sai,Mumbai
67,Amit,Mumbai
68,Sai,Mumbai
69,Amit,Delhi
70,Amit,Delhi
71,Sai,Hyderabad
72,Rakesh,Delhi
73,Rakesh,Hyderabad
74,Rakesh,Delhi
75,Ajay,Hyderabad
76,Sai,Mumbai
77,Amit,Delhi
78,Rakesh,Mumbai
79,Rakesh,Hyderabad
80,Rakesh,Hyderabad
81,Rakesh,Hyderabad
82,Ajay,Delhi
83,Rakesh,Delhi
84,Rakesh,Delhi
85,Ajay,Mumbai
86,Rakesh,Mumbai
87,Amit,Delhi
88,Rakesh,Mumbai
89,Ajay,Delhi
90,Rakesh,Mumbai
91,Ajay,Hyderabad
92,Sai,Hyderabad
93,Ajay,Mumbai
94,Rakesh,Mumbai
95,Ajay,Mumbai
96,Ajay,Mumbai
97,Ajay,Mumbai
98,Ajay,Hyderabad
99,Sai,Hyderabad
100,Sai,Mumbai
101,Ajay,Delhi
102,Ajay,Delhi
103,Amit,Delhi
104,Ajay,Hyderabad
105,Rakesh,Delhi
106,Ajay,Mumbai
107,Rakesh,Mumbai
108,Sai,Mumbai
109,Rakesh,Mumbai
110,Sai,Delhi
111,Ajay,Delhi
112,Ajay,Delhi
113,Ajay,Mumbai
114,Rakesh,Mumbai
115,Sai,Delhi
116,Sai,Delhi
117,Ajay,Mumbai
118,Ajay,Mumbai
119,Rakesh,Delhi
120,Sai,Delhi
121,Sai,Delhi
122,Amit,Mumbai
123,Sai,Hyderabad
124,Amit,Delhi
125,Amit,Hyderabad
126,Amit,Mumbai
127,Sai,Mumbai
128,Ajay,Mumbai
129,Sai,Mumbai
130,Ajay,Hyderabad
131,Sai,Delhi
132,Rakesh,Delhi
133,Rakesh,Hyderabad
134,Ajay,Mumbai
135,Amit,Hyderabad
136,Sai,Mumbai
137,Amit,Mumbai
138,Rakesh,Mumbai
139,Rakesh,Mumbai
140,Ajay,Mumbai
141,Amit,Hyderabad
142,Sai,Hyderabad
143,Rakesh,Hyderabad
144,Sai,Mumbai
145,Amit,Delhi
146,Sai,Mumbai
147,Ajay,Delhi
148,Ajay,Hyderabad
149,Sai,Mumbai
150,Sai,Hyderabad
151,Amit,Delhi
152,Rakesh,Hyderabad
153,Amit,Mumbai
154,Ajay,Mumbai
155,Ajay,Hyderabad
156,Ajay,Hyderabad
157,Sai,Hyderabad
158,Amit,Mumbai
159,Rakesh,Mumbai
160,Ajay,Mumbai
161,Sai,Delhi
162,Rakesh,Delhi
163,Rakesh,Hyderabad
164,Rakesh,Mumbai
165,Amit,Mumbai
166,Amit,Delhi
167,Ajay,Delhi
168,Ajay,Delhi
169,Amit,Mumbai
170,Sai,Delhi
171,Rakesh,Delhi
172,Ajay,Delhi
173,Ajay,Delhi
174,Rakesh,Hyderabad
175,Ajay,Delhi
176,Sai,Delhi
177,Rakesh,Hyderabad
178,Sai,Delhi
179,Amit,Hyderabad
180,Rakesh,Hyderabad
181,Sai,Delhi
182,Ajay,Mumbai
183,Sai,Delhi
184,Sai,Hyderabad
185,Amit,Hyderabad
186,Amit,Hyderabad
187,Rakesh,Mumbai
188,Rakesh,Delhi
189,Ajay,Delhi
190,Ajay,Delhi
191,Amit,Hyderabad
192,Sai,Hyderabad
193,Rakesh,Delhi
194,Amit,Hyderabad
195,Ajay,Delhi
196,Amit,Mumbai
197,Amit,Hyderabad
198,Sai,Hyderabad
199,Ajay,Mumbai
200,Sai,Delhi
201,Amit,Hyderabad
202,Rakesh,Hyderabad
203,Ajay,Mumbai
204,Amit,Mumbai
205,Rakesh,Mumbai
206,Ajay,Mumbai
207,Rakesh,Mumbai
208,Ajay,Delhi
209,Rakesh,Hyderabad
210,Rakesh,Delhi
211,Amit,Delhi
212,Sai,Hyderabad
213,Sai,Delhi
214,Ajay,Delhi
215,Ajay,Hyderabad
216,Rakesh,Delhi
217,Rakesh,Mumbai
218,Ajay,Mumbai
219,Ajay,Delhi
220,Sai,Hyderabad
221,Amit,Hyderabad
222,Amit,Delhi
223,Ajay,Hyderabad
224,Sai,Hyderabad
225,Sai,Mumbai
226,Ajay,Hyderabad
227,Ajay,Delhi
228,Rakesh,Hyderabad
229,Sai,Mumbai
230,Amit,Hyderabad
231,Rakesh,Mumbai
232,Rakesh,Delhi
233,Ajay,Delhi
234,Rakesh,Delhi
235,Rakesh,Delhi
236,Amit,Hyderabad
237,Sai,Hyderabad
238,Amit,Hyderabad
239,Sai,Mumbai
240,Amit,Hyderabad
241,Rakesh,Mumbai
242,Amit,Mumbai
243,Rakesh,Delhi
244,Ajay,Hyderabad
245,Sai,Hyderabad
246,Amit,Hyderabad
247,Amit,Mumbai
248,Amit,Mumbai
249,Rakesh,Mumbai
250,Rakesh,Hyderabad
251,Sai,Mumbai
252,Rakesh,Hyderabad
253,Ajay,Delhi
254,Sai,Hyderabad
255,Ajay,Mumbai
256,Sai,Mumbai
257,Sai,Mumbai
258,Sai,Mumbai
259,Amit,Hyderabad
260,Amit,Mumbai
261,Ajay,Delhi
262,Rakesh,Hyderabad
263,Amit,Hyderabad
264,Rakesh,Hyderabad
265,Sai,Hyderabad
266,Amit,Hyderabad
267,Sai,Delhi
268,Ajay,Mumbai
269,Sai,Hyderabad
270,Amit,Hyderabad
271,Ajay,Delhi
272,Amit,Hyderabad
273,Amit,Hyderabad
274,Amit,Mumbai
275,Rakesh,Delhi
276,Sai,Delhi
277,Sai,Delhi
278,Ajay,Delhi
279,Sai,Delhi
280,Ajay,Mumbai
281,Amit,Delhi
282,Amit,Delhi
283,Rakesh,Mumbai
284,Amit,Mumbai
285,Rakesh,Delhi
286,Amit,Delhi
287,Ajay,Delhi
288,Amit,Hyderabad
289,Rakesh,Hyderabad
290,Rakesh,Hyderabad
291,Rakesh,Mumbai
292,Rakesh,Mumbai
293,Ajay,Delhi
294,Ajay,Hyderabad
295,Rakesh,Mumbai
296,Amit,Delhi
297,Amit,Mumbai
298,Amit,Mumbai
299,Rakesh,Delhi
300,Sai,Mumbai
301,Sai,Delhi
302,Amit,Hyderabad
303,Rakesh,Delhi
304,Sai,Hyderabad
305,Amit,Hyderabad
306,Amit,Mumbai
307,Rakesh,Hyderabad
308,Amit,Mumbai
309,Amit,Delhi
310,Rakesh,Mumbai
311,Ajay,Hyderabad
312,Amit,Hyderabad
313,Ajay,Mumbai
314,Ajay,Hyderabad
315,Amit,Mumbai
316,Ajay,Hyderabad
317,Sai,Hyderabad
318,Ajay,Delhi
319,Sai,Hyderabad
320,Rakesh,Mumbai
321,Amit,Delhi
322,Amit,Delhi
323,Sai,Mumbai
324,Amit,Delhi
325,Amit,Hyderabad
326,Sai,Mumbai
327,Sai,Mumbai
328,Ajay,Hyderabad
329,Ajay,Delhi
330,Sai,Mumbai
331,Ajay,Delhi
332,Sai,Hyderabad
333,Ajay,Delhi
334,Sai,Mumbai
335,Ajay,Delhi
336,Amit,Mumbai
337,Ajay,Hyderabad
338,Rakesh,Hyderabad
339,Ajay,Hyderabad
340,Ajay,Hyderabad
341,Rakesh,Hyderabad
342,Ajay,Mumbai
343,Rakesh,Mumbai
344,Ajay,Mumbai
345,Ajay,Mumbai
346,Sai,Delhi
347,Ajay,Hyderabad
348,Ajay,Mumbai
349,Rakesh,Delhi
350,Amit,Delhi
351,Sai,Delhi
352,Ajay,Delhi
353,Rakesh,Mumbai
354,Ajay,Hyderabad
355,Amit,Delhi
356,Sai,Delhi
357,Ajay,Delhi
358,Ajay,Hyderabad
359,Sai,Delhi
360,Amit,Delhi
361,Ajay,Hyderabad
362,Sai,Delhi
363,Ajay,Mumbai
364,Sai,Mumbai
365,Ajay,Delhi
366,Amit,Delhi
367,Amit,Delhi
368,Ajay,Mumbai
369,Rakesh,Hyderabad
370,Rakesh,Hyderabad
371,Rakesh,Delhi
372,Amit,Mumbai
373,Amit,Delhi
374,Amit,Hyderabad
375,Ajay,Hyderabad
376,Amit,Delhi
377,Sai,Delhi
378,Ajay,Delhi
379,Ajay,Delhi
380,Amit,Hyderabad
381,Rakesh,Hyderabad
382,Amit,Delhi
383,Rakesh,Hyderabad
384,Rakesh,Delhi
385,Sai,Hyderabad
386,Rakesh,Mumbai
387,Rakesh,Hyderabad
388,Rakesh,Delhi
389,Ajay,Delhi
390,Ajay,Delhi
391,Sai,Mumbai
392,Rakesh,Mumbai
393,Rakesh,Delhi
394,Amit,Delhi
395,Sai,Hyderabad
396,Rakesh,Mumbai
397,Ajay,Delhi
398,Sai,Hyderabad
399,Rakesh,Delhi
400,Sai,Delhi
401,Amit,Delhi
402,Amit,Mumbai
403,Rakesh,Delhi
404,Amit,Mumbai
405,Amit,Delhi
406,Sai,Delhi
407,Amit,Mumbai
408,Amit,Mumbai
409,Amit,Hyderabad
410,Sai,Hyderabad
411,Ajay,Mumbai
412,Rakesh,Hyderabad
413,Amit,Hyderabad
414,Sai,Mumbai
415,Sai,Mumbai
416,Sai,Delhi
417,Rakesh,Hyderabad
418,Sai,Hyderabad
419,Amit,Hyderabad
420,Sai,Delhi
421,Ajay,Mumbai
422,Rakesh,Delhi
423,Amit,Hyderabad
424,Ajay,Mumbai
425,Amit,Delhi
426,Ajay,Mumbai
427,Amit,Hyderabad
428,Ajay,Delhi
429,Sai,Delhi
430,Sai,Mumbai
431,Ajay,Hyderabad
432,Sai,Mumbai
433,Rakesh,Delhi
434,Ajay,Delhi
435,Rakesh,Delhi
436,Amit,Mumbai
437,Sai,Delhi
438,Rakesh,Delhi
439,Rakesh,Delhi
440,Amit,Mumbai
441,Rakesh,Hyderabad
442,Amit,Hyderabad
443,Sai,Hyderabad
444,Ajay,Hyderabad
445,Rakesh,Delhi
446,Ajay,Hyderabad
447,Ajay,Hyderabad
448,Sai,Mumbai
449,Sai,Delhi
450,Ajay,Hyderabad
451,Amit,Hyderabad
452,Rakesh,Hyderabad
453,Ajay,Hyderabad
454,Amit,Hyderabad
455,Ajay,Hyderabad
456,Sai,Hyderabad
457,Amit,Mumbai
458,Rakesh,Delhi
459,Sai,Hyderabad
460,Amit,Hyderabad
461,Amit,Hyderabad
462,Amit,Mumbai
463,Sai,Delhi
464,Sai,Delhi
465,Amit,Hyderabad
466,Amit,Delhi
467,Rakesh,Delhi
468,Ajay,Mumbai
469,Ajay,Mumbai
470,Sai,Hyderabad
471,Rakesh,Delhi
472,Amit,Delhi
473,Sai,Hyderabad
474,Sai,Mumbai
475,Sai,Hyderabad
476,Rakesh,Hyderabad
477,Amit,Delhi
478,Rakesh,Delhi
479,Ajay,Hyderabad
480,Sai,Delhi
481,Amit,Hyderabad
482,Sai,Delhi
483,Sai,Mumbai
484,Amit,Mumbai
485,Amit,Hyderabad
486,Sai,Mumbai
487,Amit,Delhi
488,Ajay,Hyderabad
489,Rakesh,Mumbai
490,Ajay,Hyderabad
491,Sai,Hyderabad
492,Sai,Mumbai
493,Rakesh,Hyderabad
494,Amit,Delhi
495,Rakesh,Delhi
496,Amit,Mumbai
497,Sai,Hyderabad
498,Rakesh,Mumbai
499,Rakesh,Delhi
500,Amit,Hyderabad
501,Sai,Delhi
502,Sai,Mumbai
503,Amit,Mumbai
504,Sai,Hyderabad
505,Sai,Mumbai
506,Rakesh,Hyderabad
507,Ajay,Delhi
508,Sai,Delhi
509,Amit,Mumbai
510,Amit,Delhi
511,Rakesh,Mumbai
512,Sai,Delhi
513,Sai,Delhi
514,Ajay,Delhi
515,Ajay,Delhi
516,Amit,Hyderabad
517,Sai,Hyderabad
518,Rakesh,Delhi
519,Ajay,Delhi
520,Rakesh,Delhi
521,Rakesh,Mumbai
522,Ajay,Mumbai
523,Ajay,Mumbai
524,Ajay,Delhi
525,Amit,Delhi
526,Rakesh,Hyderabad
527,Ajay,Mumbai
528,Rakesh,Hyderabad
529,Sai,Hyderabad
530,Sai,Delhi
531,Rakesh,Delhi
532,Amit,Mumbai
533,Ajay,Hyderabad
534,Amit,Mumbai
535,Ajay,Delhi
536,Rakesh,Mumbai
537,Amit,Hyderabad
538,Rakesh,Hyderabad
539,Amit,Delhi
540,Sai,Hyderabad
541,Rakesh,Hyderabad
542,Ajay,Hyderabad
543,Rakesh,Delhi
544,Amit,Hyderabad
545,Sai,Hyderabad
546,Rakesh,Delhi
547,Ajay,Delhi
548,Amit,Hyderabad
549,Rakesh,Hyderabad
550,Sai,Delhi
551,Ajay,Delhi
552,Ajay,Delhi
553,Ajay,Hyderabad
554,Amit,Delhi
555,Rakesh,Delhi
556,Sai,Mumbai
557,Rakesh,Delhi
558,Amit,Hyderabad
559,Ajay,Delhi
560,Ajay,Hyderabad
561,Rakesh,Delhi
562,Ajay,Mumbai
563,Amit,Mumbai
564,Sai,Mumbai
565,Sai,Delhi
566,Sai,Mumbai
567,Ajay,Mumbai
568,Sai,Delhi
569,Rakesh,Mumbai
570,Rakesh,Hyderabad
571,Amit,Hyderabad
572,Rakesh,Mumbai
573,Sai,Hyderabad
574,Ajay,Delhi
575,Sai,Hyderabad
576,Ajay,Mumbai
577,Ajay,Hyderabad
578,Sai,Mumbai
579,Sai,Hyderabad
580,Rakesh,Delhi
581,Ajay,Delhi
582,Rakesh,Hyderabad
583,Amit,Hyderabad
584,Ajay,Hyderabad
585,Sai,Mumbai
586,Sai,Delhi
587,Ajay,Delhi
588,Sai,Hyderabad
589,Amit,Delhi
590,Rakesh,Mumbai
591,Sai,Delhi
592,Sai,Mumbai
593,Ajay,Hyderabad
594,Amit,Delhi
595,Ajay,Delhi
596,Ajay,Delhi
597,Rakesh,Delhi
598,Rakesh,Delhi
599,Ajay,Delhi
600,Rakesh,Hyderabad
601,Sai,Delhi
602,Sai,Delhi
603,Ajay,Mumbai
604,Rakesh,Delhi
605,Sai,Delhi
606,Sai,Delhi
607,Ajay,Mumbai
608,Amit,Mumbai
609,Sai,Hyderabad
610,Amit,Hyderabad
611,Rakesh,Hyderabad
612,Rakesh,Hyderabad
613,Rakesh,Mumbai
614,Amit,Mumbai
615,Sai,Hyderabad
616,Amit,Mumbai
617,Rakesh,Hyderabad
618,Ajay,Hyderabad
619,Amit,Mumbai
620,Ajay,Delhi
621,Rakesh,Hyderabad
622,Amit,Delhi
623,Rakesh,Mumbai
624,Ajay,Delhi
625,Ajay,Hyderabad
626,Amit,Mumbai
627,Amit,Hyderabad
628,Sai,Hyderabad
629,Amit,Delhi
630,Ajay,Delhi
631,Amit,Delhi
632,Rakesh,Hyderabad
633,Sai,Delhi
634,Amit,Hyderabad
635,Amit,Hyderabad
636,Sai,Mumbai
637,Rakesh,Delhi
638,Amit,Hyderabad
639,Rakesh,Delhi
640,Rakesh,Hyderabad
641,Amit,Delhi
642,Ajay,Delhi
643,Ajay,Mumbai
644,Rakesh,Mumbai
645,Rakesh,Delhi
646,Ajay,Mumbai
647,Rakesh,Hyderabad
648,Amit,Hyderabad
649,Rakesh,Hyderabad
650,Sai,Hyderabad
651,Sai,Delhi
652,Amit,Delhi
653,Ajay,Delhi
654,Rakesh,Delhi
655,Ajay,Delhi
656,Sai,Hyderabad
